SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,GAIN
SPCENET,BE,19.05,21,19.05,21,21,20,376072,7860582.45,02-12-2022,593,INE970N01027,"0.1023622047244094
"
FACT,EQ,129.05,146.95,128,142.25,142.05,128.4,5751304,813604138.3,23-11-2022,48740,INE188A01015,"0.10228593568384338
"
TREEHOUSE,BE,18.1,19.95,18.1,19.95,19.95,19,50989,1003066.6,18-11-2022,240,INE040M01013,"0.1022099447513811
"
ZENITHEXPO,BE,94.05,103.65,94.05,103.65,103.65,98.75,3810,386685.5,16-11-2022,71,INE058B01018,"0.10207336523126007
"
KOTHARIPET,EQ,65.15,74.3,65,71.8,71.8,64.8,548809,39339159.7,06-12-2022,5619,INE720A01015,"0.1020721412125862
"
HITECHGEAR,EQ,261.15,290,261.15,287.75,289.5,261.15,62539,17625635.8,05-12-2022,1777,INE127B01011,"0.10185717020869242
"
ANSALAPI,BE,13.75,15.15,13.75,15.15,15.15,14.45,5515216,78394441.5,05-12-2022,2128,INE436A01026,"0.10181818181818185
"
INNOVANA,SM,365.25,402.4,365,402.4,402.4,383.25,5000,1937050,22-11-2022,5,INE403Y01018,"0.1017111567419575
"
CHEMBOND,EQ,245.8,275.75,241.55,270.8,267.9,242.15,522057,139370375.2,29-11-2022,16468,INE995D01025,"0.1017087062652563
"
SECL,SM,332.45,367.35,332.45,366.25,366.85,349.9,93750,33569875,23-11-2022,61,INE00Y701018,"0.10166942397352989
"
JTEKTINDIA,EQ,105.4,121,103.75,116.1,116.65,105.2,3125528,362279234.8,14-11-2022,30594,INE643A01035,"0.10151802656546478
"
DHRUV,EQ,56.25,67.7,56.1,61.95,61.5,56.85,172175,10853582.25,28-11-2022,1934,INE506Z01015,"0.10133333333333339
"
FELIX,SM,39,42.95,39,42.95,42.95,40.95,32000,1342800,10-11-2022,6,INE901X01013,"0.10128205128205135
"
AMJUMBO,ST,21.75,23.95,21.75,23.95,23.95,22.85,24000,557200,09-12-2022,3,INE749Y01014,"0.10114942528735629
"
KEC,EQ,435.7,484.7,434.95,479.7,478.15,434.4,6000413,2805272770,08-12-2022,100018,INE389H01022,"0.10098691760385586
"
ISGEC,EQ,472,535,471.1,519.65,533.55,472.35,236803,120789787.8,30-11-2022,8730,INE858B01029,"0.10095338983050843
"
RVNL,EQ,57.95,63.8,56.6,63.8,63.8,58,50605727,3076150896,23-11-2022,86122,INE415G01027,"0.10094909404659179
"
KSHITIJPOL,BE,40.65,44.75,40.65,44.75,44.75,42.65,3855962,167588568.2,21-11-2022,12399,INE013801027,"0.10086100861008614
"
COCHINSHIP,EQ,580,654.6,561,638.4,644.8,586.7,5405172,3337826180,11-11-2022,107393,INE704P01017,"0.10068965517241375
"
FACT,EQ,147.6,165.75,145.55,162.45,165.45,147.45,8034728,1276442145,07-12-2022,66035,INE188A01015,"0.10060975609756094
"
ADFFOODS,EQ,750,835,750,825.45,825,755.05,212667,173888153.6,29-11-2022,9696,INE982B01019,"0.10060000000000006
"
SUPERSPIN,EQ,8.45,9.7,8.45,9.3,9.3,8.85,53199,493056.1,24-11-2022,217,INE662A01027,"0.10059171597633154
"
COOLCAPS,SM,195.35,216,195.35,215,215,191,21750,4518600,17-11-2022,29,INE0HS001010,"0.10058868697210138
"
SADBHAV,EQ,13.45,15.5,13.25,14.8,14.8,13.2,9107120,134432363.6,23-11-2022,14959,INE226H01026,"0.10037174721189603
"
GIRIRAJ,SM,159.05,175.7,159,175,175,167.35,13200,2196360,15-11-2022,11,INE614Z01017,"0.10028292989625896
"
REVATHI,EQ,1024,1136.8,1015,1126.6,1128,1010.2,90321,99689590.55,18-11-2022,9553,INE617A01013,"0.10019531249999991
"
PRECISION,SM,39.95,45.35,39.95,43.95,43,39.5,322000,14025600,28-11-2022,127,INE0HKW01018,"0.10012515644555695
"
WINDMACHIN,EQ,47.45,52.85,47.25,52.2,52,46.9,2061635,105129616.8,15-11-2022,13040,INE052A01021,"0.10010537407797682
"
TAJGVK,EQ,202.9,225.45,202.3,223.2,223,202.9,2093140,458787373.5,30-11-2022,27340,INE586B01026,"0.10004928536224733
"
TEGA,EQ,572,629.2,572,629.2,629.2,572,463153,282159744.9,05-12-2022,16807,INE011K01018,"0.10000000000000007
"
INDSWFTLTD,EQ,9,9.9,9,9.9,9.9,9,283305,2775701.45,09-11-2022,405,INE788B01028,"0.10000000000000003
"
GOACARBON,EQ,568.5,625.35,568.5,625.35,625.35,568.5,648180,394708004,17-11-2022,17291,INE426D01013,"0.10000000000000003
"
DHANILOANS,NX,900,990,900,990,990,1030,1001,990900,28-11-2022,27,INE614X07381,"0.1
"
GICL,SM,43.55,47.9,43.5,47.9,47.9,45.7,9000,404850,14-11-2022,3,INE947T01014,"0.09988518943742829
"
JSL,EQ,179.4,203,178.05,197.3,202.15,179,9881520,1847429684,06-12-2022,37939,INE220G01021,"0.09977703455964329
"
DYNPROPP,E1,134.95,158.8,134.95,148.4,142.05,158.6,571,83872.15,16-11-2022,39,IN9256H01013,"0.099666543164135
"
GTL,EQ,7.55,8.3,7.55,8.3,8.3,7.55,1633127,13394737.9,05-12-2022,1177,INE043A01012,"0.09933774834437098
"
GOLDSTAR,SM,74,81.35,74,81.35,81.35,77.5,198000,15248400,28-11-2022,12,INE405Y01013,"0.09932432432432425
"
PCJEWELLER,BE,73.65,80.95,73.65,80.95,80.95,77.1,1992659,153712407.9,18-11-2022,4362,INE785M01013,"0.09911744738628644
"
AILIMITED,SM,28.25,31.05,28.25,31.05,31.05,29.6,18000,540150,10-11-2022,6,INE0CAJ01017,"0.09911504424778764
"
MOKSH,EQ,12.65,14.15,12.65,13.9,14,12.35,1708108,23437566.25,02-12-2022,3406,INE514Y01020,"0.09881422924901186
"
GANGAFORGE,EQ,4.05,4.55,4.05,4.45,4.55,4.05,529600,2273973.4,21-11-2022,836,INE691Z01023,"0.09876543209876552
"
KARMAENG,BE,26.35,28.95,26.35,28.95,28.95,27.6,13945,391464.45,10-11-2022,56,INE725L01011,"0.09867172675521813
"
ARENTERP,EQ,37,40.65,35.85,40.65,40.65,33.9,23987,961444.15,09-12-2022,194,INE610C01014,"0.09864864864864861
"
PSB,EQ,19.3,21.7,19.05,21.2,21.55,18.85,13148192,270058687.4,21-11-2022,16704,INE608A01012,"0.0984455958549222
"
GANDHITUBE,EQ,508.1,572.05,508.1,558.05,560,510.3,62171,34550117.65,22-11-2022,3678,INE524B01027,"0.09830741979925198
"
SHIGAN,SM,76.5,84,76.5,84,84,83.55,30000,2393400,29-11-2022,7,INE03KJ01013,"0.09803921568627451
"
STCINDIA,EQ,96.45,113.7,95.85,105.9,104.1,95.85,3877007,416958463.1,30-11-2022,38075,INE655A01013,"0.09797822706065322
"
ALICON,EQ,976,1083,969,1071.6,1083,962.75,257745,268596443.7,18-11-2022,16762,INE062D01024,"0.09795081967213105
"
BIKAJI,EQ,314,344.75,310.55,344.75,344.75,313.45,4006812,1327196110,23-11-2022,56172,INE00E101023,"0.09792993630573249
"
LOTUSEYE,EQ,69.5,79.1,69,76.3,77.5,69.6,120401,9120590.85,11-11-2022,1127,INE947I01017,"0.097841726618705
"
NFL,EQ,51.65,57.45,51.45,56.7,56.55,51.45,16218327,906293681.6,23-11-2022,48266,INE870D01012,"0.0977734753146177
"
SMVD,SM,13.3,14.6,13.3,14.6,14.6,13.95,16160,230684,10-11-2022,4,INE702Y01013,"0.09774436090225555
"
SAKSOFT,EQ,104.9,117.9,96.3,115.15,113,102.65,2734263,307585944.4,11-11-2022,37777,INE667G01023,"0.0977121067683508
"
SREIBNPNCD,NV,164,180,164,180,180,176.9,307,50460,15-11-2022,7,INE881J08649,"0.0975609756097561
"
NATHBIOGEN,EQ,145.9,167.65,144.3,160.1,158.4,143.7,252107,40713947,25-11-2022,7146,INE448G01010,"0.09732693625771068
"
BSL,EQ,205,236.7,200,224.95,224.3,205.35,762930,171815384.7,25-11-2022,17962,INE594B01012,"0.09731707317073165
"
PSB,EQ,28.85,31.65,28.65,31.65,31.65,28.8,35480663,1091336317,08-12-2022,33984,INE608A01012,"0.09705372616984392
"
ACCELYA,EQ,1534.1,1715,1519.65,1682.7,1670,1533.35,233744,385020147.7,29-11-2022,18883,INE793A01012,"0.09686461117267463
"
NIPPOBATRY,EQ,428,478.5,428,469.3,470.7,433.8,23240,10727949.15,15-11-2022,2083,INE567A01028,"0.09649532710280377
"
UGARSUGAR,EQ,81.95,93.7,80.85,89.85,90.7,81.4,5770751,514669352.8,28-11-2022,34785,INE071E01023,"0.09640024405125065
"
KEEPLEARN,BE,4.15,4.55,4.15,4.55,4.55,4.35,57845,247652.95,25-11-2022,91,INE055C01020,"0.09638554216867457
"
HIKAL,EQ,351.95,392.9,351.95,385.85,381,351.3,6337666,2416554329,07-12-2022,83240,INE475B01022,"0.09632050007103292
"
SALASAR,EQ,32.25,36,32.1,35.35,35.4,32.4,3823676,131632478.2,30-11-2022,8030,INE170V01027,"0.09612403100775198
"
AARVI,EQ,169.6,185.9,169.05,185.9,185.9,169,130956,23709352.5,28-11-2022,2489,INE754X01016,"0.0961084905660378
"
MAKS,SM,45.8,50.2,45.5,50.2,50.2,47.85,102000,4809000,10-11-2022,15,INE0CDK01019,"0.09606986899563331
"
USASEEDS,SM,232.1,255.2,232.1,254.25,253.1,232,21600,5346540,07-12-2022,18,INE0CBM01019,"0.09543300301594143
"
DYNPROPP,E1,136.95,159,136.95,150,150,146.5,1438,207677.9,22-11-2022,32,IN9256H01013,"0.09529025191675804
"
HCC,EQ,14.2,16.2,14.1,15.55,15.6,14.2,76470861,1189523617,16-11-2022,30898,INE549A01026,"0.09507042253521138
"
MOREPENLAB,EQ,28.95,32.45,28.85,31.7,31.85,28.85,10947730,345425382.3,28-11-2022,25341,INE083A01026,"0.09499136442141624
"
PNCINFRA,EQ,265.9,293.65,265.15,291.15,291.45,266.15,3365548,963808265,06-12-2022,40709,INE195J01029,"0.09496051147047763
"
DAMODARIND,EQ,45.4,51.55,44.6,49.7,50.45,45.8,306995,15188818.6,25-11-2022,2148,INE497D01022,"0.0947136563876653
"
PONNIERODE,EQ,330.5,384.7,330.5,361.8,356.5,332.7,1134059,420703557.4,06-12-2022,28108,INE838E01017,"0.09470499243570352
"
TIPSFILMS,EQ,435.15,476.35,430.55,476.35,476.35,433.05,10374,4811218.35,23-11-2022,511,INE0LQS01015,"0.09467999540388383
"
CLOUD,SM,382,418.15,382,418.15,418.15,398.25,105000,42632600,15-11-2022,101,INE0JOO01013,"0.09463350785340308
"
MPTODAY,SM,37,40.5,37,40.5,40.5,38.9,8000,304000,05-12-2022,4,INE105Y01019,"0.0945945945945946
"
BAJAJHIND,EQ,14.8,16.2,14.6,16.2,16.2,13.5,188055128,2994183859,05-12-2022,78965,INE306A01021,"0.09459459459459449
"
TREJHARA,EQ,73.5,84.9,72.1,80.45,80.35,72.35,810560,65882921.95,25-11-2022,7320,INE00CA01015,"0.09455782312925173
"
DHANILOANS,NT,900,1000,900,985,0,1000,124,118290,24-11-2022,5,INE614X07340,"0.09444444444444444
"
LSIL,EQ,13.25,14.9,13.25,14.5,14.75,13.05,19116650,269682523.7,09-12-2022,15294,INE093R01011,"0.09433962264150944
"
FCSSOFT,EQ,2.65,2.9,2.6,2.9,2.9,2.65,8616559,24082006.15,25-11-2022,4596,INE512B01022,"0.09433962264150944
"
IZMO,EQ,79,89.25,78.05,86.45,85.25,78.65,455460,39005205.6,21-11-2022,4930,INE848A01014,"0.09430379746835446
"
TFCILTD,EQ,78,87.1,77.95,85.35,85.6,78.35,4299223,362460909.2,05-12-2022,22207,INE305A01015,"0.09423076923076916
"
NAVKARCORP,EQ,59,65,58.6,64.55,64.9,59,6038694,382476508.9,06-12-2022,25455,INE278M01019,"0.09406779661016944
"
KOTAKNIFTY,EQ,180.7,199.02,180.7,197.68,197.5,198.59,16312,3230686.49,07-12-2022,331,INF174K014P6,"0.09396790260099623
"
INDBANK,EQ,27.7,31.25,27.55,30.3,30.05,27.55,3429832,103337677.3,06-12-2022,8811,INE841B01017,"0.09386281588447659
"
AAATECH,EQ,63,69.35,62.85,68.9,68.65,63.05,47870,3282168.15,08-12-2022,679,INE0D0U01013,"0.09365079365079373
"
ISMTLTD,EQ,46.5,53,46.5,50.85,50.5,46.55,1181795,60162942.35,22-11-2022,6408,INE732F01019,"0.09354838709677422
"
SUULD,EQ,31,34.2,31,33.9,34.2,32.6,917391,29477448.05,24-11-2022,2641,INE591Q01016,"0.09354838709677414
"
GLFL,BE,2.15,2.35,2.15,2.35,2.35,2.25,161,349.35,11-11-2022,8,INE540A01017,"0.09302325581395357
"
ZENITHSTL,EQ,4.3,4.7,4.2,4.7,4.7,4.3,449802,2047873.65,25-11-2022,705,INE318D01020,"0.09302325581395357
"
TIMESGTY,EQ,52.15,57,48.6,57,57,51.85,49352,2781022.85,23-11-2022,295,INE289C01025,"0.09300095877277088
"
TTKHLTCARE,EQ,923.65,1039,915.3,1009.45,988.25,910.05,98514,97485882.75,05-12-2022,5660,INE910C01018,"0.09289232934553139
"
HINDWAREAP,EQ,345.85,380,345.85,377.95,380,344.2,458835,170178723.9,02-12-2022,22190,INE05AN01011,"0.09281480410582613
"
TNTELE,BE,7.55,8.25,7.55,8.25,8.25,7.9,17801,145998.6,10-11-2022,79,INE141D01018,"0.0927152317880795
"
SHRADHA,BE,62.05,67.9,62.05,67.8,67.8,64.9,634,41277.65,29-11-2022,18,INE715Y01015,"0.09266720386784852
"
SIDDHIKA,SM,173,189.05,173,189,189,180.05,14000,2574200,07-12-2022,7,INE0A1E01018,"0.09248554913294797
"
CMRSL,SM,249.9,273,249.9,273,273,255,5600,1482640,30-11-2022,7,INE075Z01011,"0.09243697478991594
"
ANNAPURNA,SM,137,152.95,135.5,149.65,147.4,133.9,268000,38389600,15-11-2022,120,INE0MGM01017,"0.09233576642335771
"
GLOBAL,EQ,232.05,253.45,232.05,253.45,253.45,241.4,78932,19503178.25,16-11-2022,1106,INE291W01029,"0.09222150398620976
"
MPSLTD,EQ,776,908.75,767.25,847.45,846.9,766.25,409744,353697464.5,09-11-2022,21132,INE943D01017,"0.0920747422680413
"
IBULHSGFIN,Z3,870.1,950,870.1,950,950,870.11,4,3640.2,11-11-2022,4,INE148I07MF3,"0.09182852545684402
"
FELIX,SM,66.5,72.65,66.25,72.6,72.6,69.2,44000,3048600,05-12-2022,11,INE901X01013,"0.09172932330827059
"
WEALTH,EQ,272.1,322.1,267.95,297.05,295,272.95,2045,587886.3,22-11-2022,189,INE658T01017,"0.09169423006247698
"
KECL,EQ,72,78.6,71.3,78.6,78.6,74.9,1237919,94245784.05,05-12-2022,6558,INE134B01017,"0.09166666666666659
"
TRACXN,EQ,71,78.85,70.9,77.5,77.25,71,1368713,103779390.6,05-12-2022,12356,INE0HMF01019,"0.09154929577464789
"
SOLEX,SM,235.1,256.6,232.2,256.6,256.6,244.4,18000,4319000,17-11-2022,8,INE880Y01017,"0.09145044661846036
"
QMSMEDI,SM,187,211,187,204.1,206,191.95,124000,25143800,10-11-2022,118,INE0FMW01018,"0.09144385026737965
"
RAMKY,EQ,279.8,307.8,278.25,305.35,303.5,280.2,839100,249863073.3,02-12-2022,17280,INE874I01013,"0.0913152251608292
"
SPORTKING,EQ,654.8,743.9,649.05,714.55,711.2,649.65,71930,50635722.7,28-11-2022,5919,INE885H01011,"0.09124923640806354
"
DCM,EQ,85.5,93.3,85.5,93.3,93.3,84.85,645434,58945484.8,30-11-2022,5753,INE498A01018,"0.09122807017543856
"
GEPIL,EQ,131,151.35,131,142.95,142.05,130.75,1099100,160073494,25-11-2022,13394,INE878A01011,"0.09122137404580144
"
HCC,EQ,17,19.35,16.85,18.55,18.7,17.05,112851440,2083774691,02-12-2022,50176,INE549A01026,"0.09117647058823533
"
CENTRALBK,EQ,23.6,26.45,23.55,25.75,25.85,23.55,85500770,2163285423,21-11-2022,72507,INE483A01010,"0.09110169491525417
"
FOCUS,EQ,234.95,256.35,232.5,256.35,256.35,233.05,176926,44005005.9,18-11-2022,1719,INE593W01010,"0.09108320919344556
"
HINDMOTORS,EQ,19.25,21,18.9,21,21,19.1,2061647,42868992.25,01-12-2022,3244,INE253A01025,"0.09090909090909091
"
DHANILOANS,NX,1001,1092,1001,1092,1092,1000,210,228105,16-11-2022,4,INE614X07381,"0.09090909090909091
"
GRSE,EQ,473,518.8,470,516,516,475.95,3051334,1537049610,22-11-2022,48888,INE382Z01011,"0.09090909090909091
"
EXCEL,EQ,0.55,0.6,0.5,0.6,0.55,0.55,56638288,32253972.1,09-12-2022,7097,INE688J01023,"0.09090909090909079
"
IBULHSGFIN,YX,935.1,1020,935.1,1020,1020,930,26,25261,07-12-2022,3,INE148I07LZ3,"0.09079242861726015
"
TARC,EQ,44.1,48.6,44.1,48.1,48,44.4,7061029,333986710.2,06-12-2022,17597,INE0EK901012,"0.09070294784580499
"
IOB,EQ,21.5,23.75,21.3,23.45,23.5,21.35,81532890,1871291551,21-11-2022,62809,INE565A01014,"0.09069767441860462
"
BALKRISIND,EQ,1800,1981.15,1796.3,1963.2,1964,1875.55,2670070,5152527304,15-11-2022,106406,INE787D01026,"0.09066666666666669
"
SRTRANSFIN,YH,921,1014.84,921,1004.5,1004.5,1007,21,20284.84,14-11-2022,5,INE721A07NT3,"0.09066232356134636
"
AJMERA,EQ,286,321,284.1,311.9,313.7,281,880282,271946161.1,28-11-2022,21642,INE298G01027,"0.09055944055944048
"
IFCI,EQ,11.6,12.8,11.6,12.65,12.65,11.7,24547809,306176459.8,21-11-2022,17515,INE039A01010,"0.09051724137931041
"
ATULAUTO,EQ,269.7,302.8,268.6,294.1,295.5,267.7,1271988,372239639.6,16-11-2022,26943,INE951D01028,"0.09047089358546546
"
J&KBANK,EQ,47,51.75,46.4,51.25,51.75,46.6,26000531,1292120717,05-12-2022,33965,INE168A01041,"0.09042553191489362
"
CMMIPL,SM,9.4,10.25,9.4,10.25,10.25,10.4,6000,58950,10-11-2022,2,INE289S01013,"0.09042553191489358
"
ICICINXT50,EQ,40.2,44.57,40.2,43.83,43.79,44.16,36906,1618028.67,18-11-2022,953,INF109KC1NS5,"0.09029850746268644
"
CHEMBOND,EQ,241,269.7,238.05,262.75,261.8,239.75,594152,154208524.4,17-11-2022,13993,INE995D01025,"0.09024896265560166
"
ARCHIES,EQ,19.4,21.8,18.75,21.15,21.4,18.65,912731,19150615.2,15-11-2022,3369,INE731A01020,"0.09020618556701032
"
RICOAUTO,EQ,67.7,74.45,67.7,73.8,73.4,67.65,5952217,427384308.9,30-11-2022,24576,INE209B01025,"0.09010339734121114
"
E2E,BE,175,190.75,175,190.75,190.75,181.7,7881,1489663.5,02-12-2022,69,INE255Z01019,"0.09
"
BMETRICS,SM,1940.4,2144.6,1940.4,2115,2115,2042.5,1200,2508000,14-11-2022,6,INE0I3Y01014,"0.08998144712430421
"
SONUINFRA,SM,36.7,41,35.3,40,40,38,51000,1979700,18-11-2022,17,INE0JZA01018,"0.0899182561307901
"
GSPL,EQ,239,261.6,236.55,260.45,261.6,237.85,9501517,2404462153,24-11-2022,83414,INE246F01010,"0.08974895397489535
"
UNIINFO,EQ,23.4,27.35,23.3,25.5,25.25,22.8,622041,16633160.55,08-12-2022,1382,INE481Z01011,"0.08974358974358981
"
ORIENTABRA,EQ,28.45,31.6,28.4,31,30.6,28.3,265226,8108283.2,23-11-2022,1432,INE569C01020,"0.0896309314586995
"
VIKASECO,EQ,3.35,3.75,3.3,3.65,3.6,3.3,15510358,55020186.35,23-11-2022,3691,INE806A01020,"0.08955223880597009
"
PRINCEPIPE,EQ,526,585,510,573.1,578,567.6,613898,338412663.2,10-11-2022,31859,INE689W01016,"0.08954372623574149
"
DONEAR,EQ,66.45,74,65.1,72.4,73.05,66.35,532528,37735434.4,05-12-2022,5596,INE668D01028,"0.08954100827689997
"
SHUBHLAXMI,SM,42.5,47,42,46.3,46.3,44.5,9000,401450,29-11-2022,9,INE01Z401013,"0.08941176470588229
"
CLOUD,SM,585.1,637.35,576.65,637.35,637.35,607,135000,80335400,30-11-2022,81,INE0JOO01013,"0.08930097419244573
"
SIDDHIKA,SM,112.8,122.85,112.8,122.85,122.85,117,4000,471300,16-11-2022,2,INE0A1E01018,"0.08909574468085105
"
GLFL,BE,2.25,2.45,2.25,2.45,2.45,2.35,751,1794.95,14-11-2022,4,INE540A01017,"0.08888888888888896
"
DISHTV,EQ,18.05,20.3,17.8,19.65,19.75,17.85,71871843,1384440667,24-11-2022,35010,INE836F01026,"0.08864265927977827
"
DONEAR,EQ,72.95,80.35,70.75,79.4,79.15,72.4,1339246,103618557.6,06-12-2022,11914,INE668D01028,"0.08841672378341334
"
CAREERP,EQ,129.15,148.4,128,140.55,139.55,129.6,420739,59474163.95,16-11-2022,8539,INE521J01018,"0.0882694541231127
"
CHEMPLASTS,EQ,428.55,475.8,426.05,466.3,465.6,424.3,1386951,642483176,08-12-2022,31276,INE488A01050,"0.08808773772021934
"
DKEGL,SM,55.1,60.05,55,59.95,60.05,57.2,51000,2956800,29-11-2022,16,INE0GN101014,"0.08802177858439204
"
HONDAPOWER,EQ,2200,2450,2173.05,2393,2355,2150.05,396269,939855624.1,18-11-2022,41316,INE634A01018,"0.08772727272727272
"
SURYALAXMI,EQ,56.5,62.7,55.85,61.45,59.65,55.85,66040,3977797.55,23-11-2022,1112,INE713B01026,"0.0876106194690266
"
ARSHIYA,EQ,9.15,9.95,9.05,9.95,9.95,9.5,1210474,11623977.35,22-11-2022,1128,INE968D01022,"0.08743169398907091
"
OSWALSEEDS,SM,210,228.4,207.55,228.3,228.4,218.45,144000,31468500,22-11-2022,58,INE00IK01011,"0.0871428571428572
"
KIRLOSENG,EQ,296.1,326.9,292.25,321.9,322,294.1,3322591,1061719661,16-11-2022,50850,INE146L01010,"0.08713272543059761
"
MMTC,EQ,38.45,42.5,38.2,41.8,41.4,38.25,22542708,923644080.6,28-11-2022,40622,INE123F01029,"0.08712613784135226
"
FOCUS,EQ,242,263.05,242,263.05,263.05,239.15,113676,29383138.85,25-11-2022,1438,INE593W01010,"0.08698347107438022
"
SARVESHWAR,SM,51.75,56.25,50.95,56.25,56.25,53.6,184000,9607120,25-11-2022,102,INE324X01018,"0.08695652173913043
"
TRACXN,EQ,77.1,85.5,76,83.8,84.6,77.5,3100450,254320387.2,06-12-2022,28036,INE0HMF01019,"0.08690012970168616
"
BHEL,EQ,75.4,82.25,75.3,81.95,82.25,74.8,125076142,9996329475,25-11-2022,213975,INE257A01026,"0.0868700265251989
"
UCL,SM,63.5,69,63.5,69,69,68.8,12000,784000,28-11-2022,3,INE00NI01015,"0.08661417322834646
"
TATAMTRDVR,EQ,216,236,215.1,234.7,235.85,215.05,13154487,3025438009,25-11-2022,71051,IN9155A01020,"0.08657407407407403
"
THEMISMED,EQ,912,1024,895.75,990.9,990.1,900,57945,56663489,24-11-2022,6869,INE083B01016,"0.08651315789473682
"
TARAPUR,EQ,4.05,4.4,4.05,4.4,4.4,4.2,2794,11387.4,22-11-2022,8,INE747K01017,"0.08641975308641989
"
IZMO,EQ,72.4,82.75,71.9,78.65,79,72.25,387980,30907609.95,18-11-2022,3877,INE848A01014,"0.08632596685082872
"
SONAMCLOCK,EQ,41.15,46.7,41.15,44.7,45.9,41.9,28668,1230944.7,09-12-2022,415,INE00LM01011,"0.08626974483596608
"
RICOAUTO,EQ,71.3,78.4,69.4,77.45,76.9,71.35,8446088,637226606.9,02-12-2022,31036,INE209B01025,"0.08625525946704075
"
WEWIN,BE,44.1,48.3,44.1,47.9,47.9,46,3479,166072.4,29-11-2022,22,INE082W01014,"0.08616780045351467
"
SIGMA,SM,204.4,222,204,222,222,213.05,4500,956062.5,18-11-2022,6,INE0A0S01010,"0.086105675146771
"
TRANSWIND,SM,9.3,10.1,9.3,10.1,10.1,9.65,8000,77600,16-11-2022,2,INE792X01016,"0.08602150537634397
"
VEEKAYEM,SM,33.15,36,30.25,36,36,35.1,20000,669000,01-12-2022,5,INE0KTW01013,"0.08597285067873307
"
TIPSFILMS,EQ,481,543,481,522.35,520,495.75,28682,14867695.85,28-11-2022,1542,INE0LQS01015,"0.08596673596673601
"
HARIOMPIPE,EQ,288.75,319.9,288.75,313.55,317.9,285.5,1322536,411593467.1,25-11-2022,30883,INE00EV01017,"0.08588744588744593
"
VBL,EQ,1151,1324,1151,1249.75,1310,1146.15,35107723,43535701748,30-11-2022,252606,INE200M01013,"0.08579496090356212
"
ARVEE,EQ,105.6,114.65,104.05,114.65,114.65,104.25,18416,2081380.55,05-12-2022,286,INE006Z01016,"0.0857007575757577
"
NGLFINE,EQ,1540,1778.7,1540,1671.95,1678,1537.85,31553,53606588.45,09-11-2022,5936,INE887E01022,"0.0856818181818182
"
MHHL,SM,39.7,44.4,39.7,43.1,43.3,37.45,117000,4959600,18-11-2022,37,INE450S01011,"0.0856423173803526
"
ESCORTS,EQ,2023,2207,2011.25,2196.05,2188,2030.85,3604331,7761388393,21-11-2022,135654,INE042A01014,"0.08554127533366297
"
UCOBANK,EQ,19.3,21.35,19.15,20.95,20.9,18.65,213203480,4409826036,22-11-2022,142039,INE691A01018,"0.08549222797927454
"
BTML,SM,53.25,57.85,53.25,57.8,57.85,56.05,228000,12916200,16-11-2022,36,INE0EEJ01015,"0.08544600938967131
"
TANTIACONS,BZ,12.3,13.35,12.25,13.35,13.35,12.75,13245,170528.2,16-11-2022,72,INE388G01018,"0.0853658536585365
"
AKG,BE,56.3,61.2,55.6,61.1,61.2,58.3,85451,5199519.2,25-11-2022,187,INE00Y801016,"0.08525754884547078
"
KOKUYOCMLN,EQ,76.9,84.5,76,83.45,84.35,75.9,1790173,146211357.3,18-11-2022,11709,INE760A01029,"0.0851755526657997
"
SHIVALIK,EQ,740.2,817.4,740.2,803.2,799,747.85,20895,16498323.55,18-11-2022,2332,INE788J01021,"0.08511213185625506
"
JYOTISTRUC,BZ,14.1,15.3,14.1,15.3,15.25,14.6,421998,6388470.35,09-12-2022,340,INE197A01024,"0.08510638297872349
"
GOCOLORS,EQ,1127,1353.2,1123.6,1222.6,1272,1127.7,237805,283077355.5,30-11-2022,15532,INE0BJS01011,"0.08482697426796798
"
SIMBHALS,EQ,20.05,21.9,20.05,21.75,21.85,20.2,122577,2618356.7,16-11-2022,524,INE748T01016,"0.084788029925187
"
JPASSOCIAT,EQ,8.85,9.6,8.8,9.6,9.6,8.75,19562110,184437927.5,22-11-2022,8966,INE455F01025,"0.08474576271186442
"
NBCC,EQ,38.4,42,38.25,41.65,41.9,37.7,69265688,2816709219,23-11-2022,97982,INE095N01031,"0.08463541666666667
"
DCAL,EQ,104,115.75,101.7,112.8,113,106.25,1217591,133450766.6,14-11-2022,14136,INE385W01011,"0.08461538461538459
"
ASIANENE,EQ,66.9,74,66.7,72.55,72.9,66.3,289594,20510288.6,25-11-2022,4471,INE276G01015,"0.08445440956651705
"
HUDCO,EQ,49.15,55.2,49,53.3,53.1,48.75,80235507,4301174209,30-11-2022,124699,INE031A01017,"0.08443540183112917
"
FSC,BE,25.55,27.9,25.3,27.7,27.9,26.6,80364,2173245.6,24-11-2022,523,INE935Q01015,"0.08414872798434436
"
FOCE,SM,535,580,535,580,580,555,1800,1008000,28-11-2022,3,INE0I7D01019,"0.08411214953271028
"
RVNL,EQ,55.95,61.75,55.65,60.65,61.6,54.55,149513441,8772185664,15-11-2022,238669,INE415G01027,"0.08400357462019653
"
SOUTHBANK,EQ,14.9,16.4,14.85,16.15,16.35,14.9,101373347,1600781765,25-11-2022,42912,INE683A01023,"0.08389261744966431
"
